,cliente_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,semana,dias_mes,dias_semana,kpi_planeado_diario,kpi_planeado_semanal,inversion_plataforma_diaria,inversion_plataforma_semanal,inversion_AdOps_diaria,inversion_AdOps_semanal,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue
70,gicsa,2001_gicsa_explanadapachuca_pi_mkt_fb,2001_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-01-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,3,31,8,1175.0,9400.0,1248.0,9984.0,1248.0,9984.0,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,9586.0,1550672.0,2772.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
71,gicsa,2001_gicsa_explanadapachuca_pi_mkt_fb,2001_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-01-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,2,31,8,1175.0,9400.0,1248.0,9984.0,1248.0,9984.0,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,10513.0,1608418.0,3503.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
72,gicsa,2001_gicsa_explanadapachuca_pi_mkt_fb,2001_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-02-02,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,4,31,7,1175.0,8225.0,1248.0,8736.0,1248.0,8736.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,10072.0,1701689.0,3104.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
75,gicsa,2001_gicsa_explanadapachuca_pi_mkt_sem,2001_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,1,31,8,35.0,280.0,416.0,3328.0,416.0,3328.0,2020-01-01,2020-01-08,2020-01-01,2020-01-08,MXN,2564.0,11585.0,3514.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0
76,gicsa,2001_gicsa_explanadapachuca_pi_mkt_sem,2001_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,3,31,8,35.0,280.0,416.0,3328.0,416.0,3328.0,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,3385.0,17650.0,3584.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
77,gicsa,2001_gicsa_explanadapachuca_pi_mkt_sem,2001_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,2,31,8,35.0,280.0,416.0,3328.0,416.0,3328.0,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,3891.0,14902.0,3152.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
78,gicsa,2001_gicsa_explanadapachuca_pi_mkt_sem,2001_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapachuca,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,4,31,7,35.0,245.0,416.0,2912.0,416.0,2912.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,3035.0,17203.0,2826.0,0.0,0.0,2001_gicsa_explanadapachuca_pi_mkt_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0
79,gicsa,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,7,28,8,1301.0,10408.0,1382.0,11056.0,1382.0,11056.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,9475.0,1200452.0,2279.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0
80,gicsa,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-03-05,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,8,28,5,1301.0,6505.0,1382.0,6910.0,1382.0,6910.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,6093.0,650729.0,1244.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0
81,gicsa,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-01-31,2020-02-29,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,5,28,8,1301.0,10408.0,1382.0,11056.0,1382.0,11056.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,9782.0,1390719.0,2811.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
82,gicsa,2002_gicsa_explanadapachuca_pi_mkt_fb,2002_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,6,28,8,1301.0,10408.0,1382.0,11056.0,1382.0,11056.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,11293.0,1331429.0,3178.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0
85,gicsa,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,7,28,8,38.0,304.0,461.0,3688.0,461.0,3688.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,3570.0,19991.0,2174.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-17,0.0,0.0,0.0,0.0,0,0
86,gicsa,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,8,28,5,38.0,190.0,461.0,2305.0,461.0,2305.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,2268.0,12143.0,1352.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-25,0.0,0.0,0.0,0.0,0,0
87,gicsa,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,5,28,8,38.0,304.0,461.0,3688.0,461.0,3688.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,3843.0,20402.0,2977.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-01,0.0,0.0,0.0,0.0,0,0
88,gicsa,2002_gicsa_explanadapachuca_pi_mkt_sem,2002_gicsa_explanadapachuca_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapachuca,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,6,28,8,38.0,304.0,461.0,3688.0,461.0,3688.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,3816.0,18832.0,2773.0,0.0,0.0,2002_gicsa_explanadapachuca_pi_mkt_sem_2020-02-09,0.0,0.0,0.0,0.0,0,0
89,gicsa,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-02-27,2020-03-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,9,31,8,1175.0,9400.0,1248.0,9984.0,1248.0,9984.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,9288.0,1288996.0,1213.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-01,0.0,0.0,0.0,0.0,0,0
90,gicsa,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,11,31,8,1175.0,9400.0,1248.0,9984.0,1248.0,9984.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,5820.0,725869.0,79.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-17,0.0,0.0,0.0,0.0,0,0
91,gicsa,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-19,2020-04-03,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,12,31,7,1175.0,8225.0,1248.0,8736.0,1248.0,8736.0,2020-03-25,2020-03-31,2020-03-25,2020-03-31,MXN,8933.0,616154.0,680.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-25,0.0,0.0,0.0,0.0,0,0
92,gicsa,2003_gicsa_explanadapachuca_pi_mkt_fb,2003_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Facebook,2020-03-01,2020-03-31,2020-03-02,2020-03-31,2.825,36421.0,0.0,38700.0,38700.0,38700.0,38700.0,0.0,2.825,10,31,8,1175.0,9400.0,1248.0,9984.0,1248.0,9984.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,11810.0,1410579.0,1160.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_fb_2020-03-09,0.0,0.0,0.0,0.0,0,0
95,gicsa,2003_gicsa_explanadapachuca_pi_mkt_sem,2003_gicsa_explanadapachuca_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Google Search,2020-03-01,2020-03-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,9,31,8,35.0,280.0,416.0,3328.0,416.0,3328.0,2020-03-01,2020-03-08,2020-03-01,2020-03-08,MXN,2735.0,14410.0,1730.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_sem_2020-03-01,0.0,0.0,0.0,0.0,0,0
96,gicsa,2003_gicsa_explanadapachuca_pi_mkt_sem,2003_gicsa_explanadapachuca_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Google Search,2020-03-01,2020-03-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,11,31,8,35.0,280.0,416.0,3328.0,416.0,3328.0,2020-03-17,2020-03-24,2020-03-17,2020-03-24,MXN,2476.0,11764.0,1075.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_sem_2020-03-17,0.0,0.0,0.0,0.0,0,0
97,gicsa,2003_gicsa_explanadapachuca_pi_mkt_sem,2003_gicsa_explanadapachuca_pi_mkt_sem_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,explanadapachuca,Google Search,2020-03-01,2020-03-31,2019-09-06,2020-03-31,12.0,1075.0,0.0,12900.0,12900.0,12900.0,12900.0,0.0,12.0,10,31,8,35.0,280.0,416.0,3328.0,416.0,3328.0,2020-03-09,2020-03-16,2020-03-09,2020-03-16,MXN,3604.0,17574.0,2179.0,0.0,0.0,2003_gicsa_explanadapachuca_pi_mkt_sem_2020-03-09,0.0,0.0,0.0,0.0,0,0
98,gicsa,2004_gicsa_explanadapachuca_pi_mkt_fb,2004_gicsa_explanadapachuca_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2004,Abril,explanadapachuca,Facebook,2020-04-01,2020-04-30,2020-03-30,2020-04-09,3.5,2457.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,3.5,13,30,8,82.0,656.0,287.0,2296.0,287.0,2296.0,2020-04-01,2020-04-08,2020-04-01,2020-04-08,MXN,2130.0,256401.0,69.0,0.0,0.0,2004_gicsa_explanadapachuca_pi_mkt_fb_2020-04-01,0.0,0.0,0.0,0.0,0,0
99,gicsa,2006_gicsa_explanadapachuca_pi_mkt_fb,2006_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2006,Junio,explanadapachuca,Facebook,2020-06-01,2020-06-30,2020-06-18,2020-06-19,3.8833333333333333,42452.0,0.0,69401.76000000001,69401.76000000001,69401.76000000001,69401.76000000001,0.0,3.8833333333333333,23,30,2,1415.0,2830.0,2313.0,4626.0,2313.0,4626.0,2020-06-17,2020-06-24,2020-06-18,2020-06-19,MXN,100.0,3562.0,21.0,0.0,0.0,2006_gicsa_explanadapachuca_pi_mkt_fb_2020-06-17,0.0,0.0,0.0,0.0,0,0
105,gicsa,2007_gicsa_explanadapachuca_pi_mkt_fb,2007_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2007,Julio,explanadapachuca,Facebook,2020-07-01,2020-07-31,2020-07-06,2020-07-31,6.0,6031.0,0.0,30701.760000000002,30701.760000000002,30701.760000000002,30701.760000000002,0.0,6.0,27,31,8,195.0,1560.0,990.0,7920.0,990.0,7920.0,2020-07-17,2020-07-24,2020-07-17,2020-07-24,MXN,12415.0,664726.0,1689.0,0.0,0.0,2007_gicsa_explanadapachuca_pi_mkt_fb_2020-07-17,0.0,0.0,0.0,0.0,0,0
106,gicsa,2007_gicsa_explanadapachuca_pi_mkt_fb,2007_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2007,Julio,explanadapachuca,Facebook,2020-07-01,2020-07-31,2020-07-06,2020-08-01,6.0,6031.0,0.0,30701.760000000002,30701.760000000002,30701.760000000002,30701.760000000002,0.0,6.0,28,31,7,195.0,1365.0,990.0,6930.0,990.0,6930.0,2020-07-25,2020-07-31,2020-07-25,2020-07-31,MXN,11058.0,503678.0,1210.0,0.0,0.0,2007_gicsa_explanadapachuca_pi_mkt_fb_2020-07-25,0.0,0.0,0.0,0.0,0,0
107,gicsa,2007_gicsa_explanadapachuca_pi_mkt_fb,2007_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2007,Julio,explanadapachuca,Facebook,2020-07-01,2020-07-31,2020-07-06,2020-07-31,6.0,6031.0,0.0,30701.760000000002,30701.760000000002,30701.760000000002,30701.760000000002,0.0,6.0,25,31,3,195.0,585.0,990.0,2970.0,990.0,2970.0,2020-07-01,2020-07-08,2020-07-06,2020-07-08,MXN,2300.0,176289.0,983.0,0.0,0.0,2007_gicsa_explanadapachuca_pi_mkt_fb_2020-07-01,0.0,0.0,0.0,0.0,0,0
108,gicsa,2007_gicsa_explanadapachuca_pi_mkt_fb,2007_gicsa_explanadapachuca_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2007,Julio,explanadapachuca,Facebook,2020-07-01,2020-07-31,2020-07-06,2020-07-31,6.0,6031.0,0.0,30701.760000000002,30701.760000000002,30701.760000000002,30701.760000000002,0.0,6.0,26,31,8,195.0,1560.0,990.0,7920.0,990.0,7920.0,2020-07-09,2020-07-16,2020-07-09,2020-07-16,MXN,5031.0,341233.0,986.0,0.0,0.0,2007_gicsa_explanadapachuca_pi_mkt_fb_2020-07-09,0.0,0.0,0.0,0.0,0,0
113,gicsa,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-02,2020-02-01,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,1,31,7,1134.0,7938.0,1110.0,7770.0,1110.0,7770.0,2020-01-01,2020-01-08,2020-01-02,2020-01-08,MXN,6352.0,1738291.0,2788.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-01,0.0,0.0,0.0,0.0,0,0
114,gicsa,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-02-01,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,3,31,8,1134.0,9072.0,1110.0,8880.0,1110.0,8880.0,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,9299.0,2242348.0,2984.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-17,0.0,0.0,0.0,0.0,0,0
115,gicsa,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-02-01,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,2,31,8,1134.0,9072.0,1110.0,8880.0,1110.0,8880.0,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,9707.0,2471747.0,3560.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-09,0.0,0.0,0.0,0.0,0,0
116,gicsa,2001_gicsa_explanadapuebla_pi_mkt_fb,2001_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Facebook,2020-01-01,2020-01-31,2020-01-03,2020-02-02,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,4,31,7,1134.0,7938.0,1110.0,7770.0,1110.0,7770.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,8651.0,1766366.0,2647.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_fb_2020-01-25,0.0,0.0,0.0,0.0,0,0
119,gicsa,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,1,31,8,23.0,184.0,277.0,2216.0,277.0,2216.0,2020-01-01,2020-01-08,2020-01-01,2020-01-08,MXN,1730.0,32243.0,2531.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-01,0.0,0.0,0.0,0.0,0,0
120,gicsa,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,3,31,8,23.0,184.0,277.0,2216.0,277.0,2216.0,2020-01-17,2020-01-24,2020-01-17,2020-01-24,MXN,2324.0,40420.0,2738.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-17,0.0,0.0,0.0,0.0,0,0
121,gicsa,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,2,31,8,23.0,184.0,277.0,2216.0,277.0,2216.0,2020-01-09,2020-01-16,2020-01-09,2020-01-16,MXN,2557.0,44382.0,2810.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-09,0.0,0.0,0.0,0.0,0,0
122,gicsa,2001_gicsa_explanadapuebla_pi_mkt_sem,2001_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,explanadapuebla,Google Search,2020-01-01,2020-01-31,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,4,31,7,23.0,161.0,277.0,1939.0,277.0,1939.0,2020-01-25,2020-01-31,2020-01-25,2020-01-31,MXN,1973.0,42246.0,2487.0,0.0,0.0,2001_gicsa_explanadapuebla_pi_mkt_sem_2020-01-25,0.0,0.0,0.0,0.0,0,0
123,gicsa,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,7,28,8,1256.0,10048.0,1229.0,9832.0,1229.0,9832.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,8315.0,1602426.0,1348.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-17,0.0,0.0,0.0,0.0,0,0
124,gicsa,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-03-05,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,8,28,5,1256.0,6280.0,1229.0,6145.0,1229.0,6145.0,2020-02-25,2020-02-29,2020-02-25,2020-02-29,MXN,5639.0,874410.0,859.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-25,0.0,0.0,0.0,0.0,0,0
125,gicsa,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-01-28,2020-02-29,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,5,28,8,1256.0,10048.0,1229.0,9832.0,1229.0,9832.0,2020-02-01,2020-02-08,2020-02-01,2020-02-08,MXN,9386.0,2065928.0,2380.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-01,0.0,0.0,0.0,0.0,0,0
126,gicsa,2002_gicsa_explanadapuebla_pi_mkt_fb,2002_gicsa_explanadapuebla_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Facebook,2020-02-01,2020-02-28,2020-02-01,2020-02-29,2.95,35167.0,0.0,34400.0,34400.0,34400.0,34400.0,0.0,2.95,6,28,8,1256.0,10048.0,1229.0,9832.0,1229.0,9832.0,2020-02-09,2020-02-16,2020-02-09,2020-02-16,MXN,9641.0,1742777.0,1694.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_fb_2020-02-09,0.0,0.0,0.0,0.0,0,0
129,gicsa,2002_gicsa_explanadapuebla_pi_mkt_sem,2002_gicsa_explanadapuebla_pi_mkt_sem_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,explanadapuebla,Google Search,2020-02-01,2020-02-28,2019-09-06,2020-03-31,12.0,716.0,0.0,8600.0,8600.0,8600.0,8600.0,0.0,12.0,7,28,8,26.0,208.0,307.0,2456.0,307.0,2456.0,2020-02-17,2020-02-24,2020-02-17,2020-02-24,MXN,2377.0,52134.0,2567.0,0.0,0.0,2002_gicsa_explanadapuebla_pi_mkt_sem_2020-02-17,0.0,0.0,0.0,0.0,0,0
